customerid,age,gender,category,orderdate,shipdate,deliverytimedays,latedeliveryflag,unitprice,quantity,discountpercent,revenue,profit,totalordersbycustomer,customerlifetimevalue,campaignname,adspend,shippingprovider,highriskcustomerflag,shippingcost,paymentmethod,customersegment,returned,devicetype,orderstatus,warehouselocation,acquisitionchannel,productcostinr,grossmargininr,couponcodeused,calculated_profit,order_year,order_month,order_day,order_weekday,profit_margin_percent,,,,,,,,
CUST03164,21,Female,Electronics,07-12-2022,14-12-2022,7,No,3968.97,4,0,15875.88,7652.518314,37,43052.75051,Summer Bonanza,85.68,Ecomexpress,No,231.18,Cash On Delivery,Loyal,Yes,Unknown,Shipped,Ahmedabad Wh,Email,15927.41036,4865.531491,No,-51.53036,2022,12,7,Wednesday,48.20216778,,,,,,,,
CUST01758,41,Male,Toys,11-03-2023,23-03-2023,12,Yes,1470.15,2,0,2940.3,1136.966973,48,28465.28637,Summer Bonanza,634.35,Indiapost,No,182.03,Upi,Loyal,No,Desktop,Delivered,Bangalore Wh,Facebook Ads,16701.69373,468.9991,No,-13761.39373,2023,3,11,Saturday,38.66840027,,,,,,,,
CUST02998,18,Female,Clothing,20-01-2024,21-01-2024,1,No,5366.48,4,10,19319.328,7216.35377,43,183805.9356,New Year Blast,297.36,Delhivery,No,156.33,Net Banking,Returning,Yes,Desktop,Cancelled,Delhi Wh,Google Ads,15869.88478,117.0139665,Yes,3449.44322,2024,1,20,Saturday,37.35302682,,,,,,,,
CUST00821,27,Male,Home,27-12-2022,04-01-2023,8,No,1451.14,1,0,1451.14,297.8617164,30,12199.4207,No Campaign,233.29,Ecomexpress,No,274.89,Upi,Loyal,Yes,Unknown,Returned,Bangalore Wh,Google Ads,7221.567118,275.979058,No,-5770.427118,2022,12,27,Tuesday,20.52604962,,,,,,,,
CUST03123,25,Male,Health,08-02-2024,12-02-2024,4,No,5716.4,2,10,10289.52,4569.23135,20,76310.1234,Summer Bonanza,0,Delhivery,Yes,46,Credit Card,Unknown,Yes,Desktop,Delivered,Delhi Wh,Google Ads,4714.669394,4173.607027,Yes,5574.850606,2024,2,8,Thursday,44.40665211,,,,,,,,
CUST01097,30,Female,Sports,07-01-2023,18-01-2023,11,Yes,3442.93,4,5,13083.134,5291.162025,32,30539.80681,New Year Blast,286.85,Bluedart,No,117.28,Credit Card,Unknown,No,Mobile,Delivered,Ahmedabad Wh,Referral,14087.39395,1185.602556,Yes,-1004.25995,2023,1,7,Saturday,40.44261891,,,,,,,,
CUST03297,40,Male,Electronics,23-01-2024,25-01-2024,2,No,2998.9,5,10,13495.05,5943.659031,38,64404.02538,No Campaign,0,Delhivery,No,286.69,Net Banking,Loyal,No,Unknown,Delivered,Bangalore Wh,Email,7421.348891,4909.498719,Yes,6073.701109,2024,1,23,Tuesday,44.04325313,,,,,,,,
CUST03443,22,Female,Beauty,16-02-2022,21-02-2022,5,No,5540.96,5,0,27704.8,13368.97704,39,75815.13855,Summer Bonanza,0,Indiapost,No,154.77,Cash On Delivery,Unknown,Yes,Unknown,Delivered,Delhi Wh,Facebook Ads,1296.570047,3754.545679,No,26408.22995,2022,2,16,Wednesday,48.25509312,,,,,,,,
CUST01293,61,Female,Sports,20-02-2024,01-03-2024,10,Yes,930.47,3,0,2791.41,721.1534612,35,12966.04921,Summer Bonanza,116.81,Delhivery,No,68.71,Credit Card,Loyal,No,Unknown,Delivered,Delhi Wh,Email,16054.98747,1172.132571,No,-13263.57747,2024,2,20,Tuesday,25.83473804,,,,,,,,
CUST02936,49,Male,Electronics,08-07-2022,15-07-2022,7,No,345.44,3,20,829.056,99.88991809,39,6698.794417,Summer Bonanza,0,Delhivery,No,292.49,Debit Card,New,No,Mobile,Returned,Mumbai Wh,Referral,1455.858735,1187.297772,Yes,-626.802735,2022,7,8,Friday,12.0486334,,,,,,,,
CUST03014,52,Female,Electronics,09-12-2022,11-12-2022,2,No,3753.42,3,20,9008.208,1892.202401,16,57099.05876,Clearance,270.56,Ecomexpress,Yes,235.34,Credit Card,At Risk,No,Unknown,Returned,Ahmedabad Wh,Organic,19923.44523,2345.891934,Yes,-10915.23723,2022,12,9,Friday,21.00531428,,,,,,,,
CUST02923,36,Female,Toys,24-10-2024,27-10-2024,3,No,3191.56,1,20,2553.248,267.333105,24,8078.523646,No Campaign,0,Not Assigned,Yes,271.42,Credit Card,Returning,No,Tablet,Shipped,Ahmedabad Wh,Organic,17259.02979,472.3223745,Yes,-14705.78179,2024,10,24,Thursday,10.47031487,,,,,,,,
CUST02873,34,Female,Electronics,04-02-2024,15-02-2024,11,Yes,548.23,5,20,2192.92,230.4230548,1,5984.80727,Clearance,0,Delhivery,Yes,199.59,Cash On Delivery,New,No,Mobile,Shipped,Ahmedabad Wh,Referral,19135.47952,3300.001753,Yes,-16942.55952,2024,2,4,Sunday,10.50759056,,,,,,,,
CUST00196,54,Male,Clothing,14-03-2024,18-03-2024,4,No,1874.9,5,0,9374.5,1735.595885,35,39430.8657,Summer Bonanza,657.45,Ecomexpress,No,163.45,Net Banking,Returning,No,Unknown,Delivered,Delhi Wh,Facebook Ads,16698.47397,2533.346122,No,-7323.97397,2024,3,14,Thursday,18.51401019,,,,,,,,
CUST00869,18,Female,Home,10-02-2023,11-02-2023,1,No,4362.43,6,5,24865.851,11927.51136,17,204341.3596,Clearance,105.26,Not Assigned,No,209.23,Upi,Unknown,Yes,Desktop,Delivered,Bangalore Wh,Referral,2201.174067,2154.38798,Yes,22664.67693,2023,2,10,Friday,47.96743679,,,,,,,,
CUST02738,64,Male,Sports,07-01-2023,11-01-2023,4,No,1228.14,1,0,1228.14,460.4231424,50,11294.80918,Festive Sale,0,Delhivery,No,64.3,Net Banking,At Risk,Yes,Mobile,Delivered,Mumbai Wh,Organic,18177.10989,1432.117938,No,-16948.96989,2023,1,7,Saturday,37.48946719,,,,,,,,
CUST02732,19,Male,Beauty,26-05-2023,04-06-2023,9,Yes,3731.82,6,5,21271.374,7493.795663,43,100808.0567,Summer Bonanza,0,Not Assigned,Yes,199.53,Net Banking,New,Yes,Tablet,Returned,Ahmedabad Wh,Email,1999.412004,1146.381369,Yes,19271.962,2023,5,26,Friday,35.22948571,,,,,,,,
CUST00251,19,Male,Electronics,26-07-2023,02-08-2023,7,No,673.04,3,5,1918.164,422.7443335,11,12002.48462,Festive Sale,0,Delhivery,No,113.47,Unknown,Returning,Yes,Desktop,Delivered,Bangalore Wh,Facebook Ads,6243.865348,435.8692406,Yes,-4325.701348,2023,7,26,Wednesday,22.03900884,,,,,,,,
CUST00510,34,Male,Sports,09-05-2024,15-05-2024,6,No,1726.27,2,20,2762.032,522.7583986,16,20600.64594,Summer Bonanza,0,Not Assigned,No,236.53,Upi,Unknown,No,Tablet,Delivered,Delhi Wh,Facebook Ads,9448.553659,3164.871683,Yes,-6686.521659,2024,5,9,Thursday,18.92658733,,,,,,,,
CUST01292,39,Male,Toys,26-11-2023,30-11-2023,4,No,5288.56,1,0,5288.56,1741.389358,23,11774.18686,Summer Bonanza,0,Not Assigned,No,61.3,Upi,Loyal,No,Desktop,Cancelled,Delhi Wh,Organic,9108.306172,2520.954561,No,-3819.746172,2023,11,26,Sunday,32.92747663,,,,,,,,
CUST03722,18,Male,Health,06-01-2022,09-01-2022,3,No,376.65,5,10,1694.925,238.0293144,4,2799.264293,New Year Blast,664.66,Bluedart,No,107.09,Debit Card,Unknown,No,Unknown,Returned,Ahmedabad Wh,Referral,18889.24664,3584.189669,Yes,-17194.32164,2022,1,6,Thursday,14.0436488,,,,,,,,
CUST01762,46,Female,Toys,27-06-2024,30-06-2024,3,No,5725.57,1,0,5725.57,2279.712002,40,52099.23504,Summer Bonanza,504.03,Indiapost,Yes,263.99,Unknown,Loyal,No,Desktop,Delivered,Mumbai Wh,Organic,8023.348047,4482.474507,No,-2297.778047,2024,6,27,Thursday,39.81633273,,,,,,,,
CUST00137,28,Male,Clothing,29-11-2022,10-12-2022,11,Yes,378.04,2,0,756.08,-70.67035419,5,2472.642968,Clearance,572.69,Bluedart,No,230.42,Credit Card,Returning,No,Desktop,Cancelled,Mumbai Wh,Email,4931.432542,4965.88138,No,-4175.352542,2022,11,29,Tuesday,-9.346941354,,,,,,,,
CUST03327,60,Male,Home,12-06-2022,19-06-2022,7,No,543.76,3,15,1386.588,595.9102529,47,2681.931831,Clearance,0,Delhivery,No,75.91,Credit Card,Returning,Yes,Unknown,Delivered,Ahmedabad Wh,Referral,9009.703573,1214.49283,Yes,-7623.115573,2022,6,12,Sunday,42.97673519,,,,,,,,
CUST01394,64,Female,Home,10-07-2024,14-07-2024,4,No,1418.82,4,20,4540.224,1595.64756,49,17054.48434,Festive Sale,0,Delhivery,Yes,213.59,Upi,Returning,Yes,Mobile,Delivered,Delhi Wh,Organic,8040.676153,922.949432,Yes,-3500.452153,2024,7,10,Wednesday,35.14468802,,,,,,,,
CUST02695,36,Male,Electronics,25-07-2022,01-08-2022,7,No,3298.9,6,5,18803.73,5338.393061,32,182130.3978,No Campaign,69.17,Ecomexpress,Yes,219.79,Unknown,New,Yes,Desktop,Cancelled,Mumbai Wh,Facebook Ads,12541.39377,4569.323518,Yes,6262.33623,2022,7,25,Monday,28.39007506,,,,,,,,
CUST01437,33,Male,Home,16-12-2022,17-12-2022,1,No,2163.81,4,10,7789.716,1419.744355,47,32276.30823,New Year Blast,129.34,Not Assigned,No,95.9,Upi,Unknown,No,Desktop,Delivered,Delhi Wh,Email,19884.11402,2067.784202,Yes,-12094.39802,2022,12,16,Friday,18.22588083,,,,,,,,
CUST00784,28,Male,Electronics,29-09-2024,08-10-2024,9,Yes,2133.74,3,20,5120.976,2176.061988,38,43620.05511,New Year Blast,0,Ecomexpress,No,83.78,Credit Card,Loyal,Yes,Unknown,Delivered,Delhi Wh,Organic,11118.06147,4036.84678,Yes,-5997.08547,2024,9,29,Sunday,42.49311045,,,,,,,,
CUST02974,19,Female,Beauty,15-05-2023,24-05-2023,9,Yes,4403.07,1,0,4403.07,1395.314385,48,6919.139544,New Year Blast,0,Not Assigned,No,287.4,Debit Card,New,Yes,Desktop,Delivered,Bangalore Wh,Organic,9352.090406,763.1174037,No,-4949.020406,2023,5,15,Monday,31.68957988,,,,,,,,
CUST01978,21,Male,Beauty,24-08-2024,04-09-2024,11,Yes,3623.31,1,0,3623.31,908.7634888,22,23643.83452,Festive Sale,0,Ecomexpress,No,99.07,Debit Card,Loyal,No,Desktop,Delivered,Mumbai Wh,Google Ads,11958.27181,1544.702296,No,-8334.96181,2024,8,24,Saturday,25.08103057,,,,,,,,
CUST02973,29,Male,Home,13-11-2022,24-11-2022,11,Yes,328.31,3,5,935.6835,212.4856299,26,6721.292591,Festive Sale,0,Not Assigned,No,232.76,Net Banking,Loyal,Yes,Tablet,Delivered,Delhi Wh,Referral,19600.02264,154.2442225,Yes,-18664.33914,2022,11,13,Sunday,22.70913508,,,,,,,,
CUST02395,41,Male,Sports,27-08-2022,08-09-2022,12,Yes,2215.54,2,20,3544.864,1178.48043,20,21435.46055,Festive Sale,0,Delhivery,No,251.49,Unknown,Returning,No,Unknown,Delivered,Bangalore Wh,Google Ads,12571.03822,4950.425415,Yes,-9026.17422,2022,8,27,Saturday,33.24472899,,,,,,,,
CUST03531,58,Female,Sports,12-10-2023,15-10-2023,3,No,5128.84,3,5,14617.194,5739.308393,33,60696.03577,No Campaign,0,Delhivery,Yes,288.88,Upi,Loyal,No,Desktop,Delivered,Delhi Wh,Facebook Ads,2634.105131,127.6458064,Yes,11983.08887,2023,10,12,Thursday,39.26409127,,,,,,,,
CUST00452,63,Male,Health,05-09-2022,11-09-2022,6,No,4496.61,2,5,8543.559,3497.257533,35,39640.75097,Summer Bonanza,0,Bluedart,No,47.86,Credit Card,New,No,Mobile,Returned,Ahmedabad Wh,Referral,18271.22148,941.0808104,Yes,-9727.66248,2022,9,5,Monday,40.93443415,,,,,,,,
CUST02809,26,Female,Electronics,18-08-2023,19-08-2023,1,No,4038.07,3,15,10297.0785,4279.431834,34,102327.0193,New Year Blast,0,Ecomexpress,No,170.76,Net Banking,At Risk,Yes,Unknown,Delivered,Mumbai Wh,Email,11898.27121,2831.801335,Yes,-1601.19271,2023,8,18,Friday,41.5596699,,,,,,,,
CUST02789,26,Female,Toys,23-03-2024,27-03-2024,4,No,2165.29,6,15,11042.979,1885.672432,35,45965.94831,New Year Blast,173.65,Bluedart,No,60.42,Debit Card,New,Yes,Unknown,Cancelled,Delhi Wh,Referral,3330.486766,4266.837571,Yes,7712.492234,2024,3,23,Saturday,17.07575856,,,,,,,,
CUST02779,46,Female,Toys,04-12-2023,07-12-2023,3,No,495.3,1,20,396.24,37.97661101,20,1997.275199,Clearance,0,Delhivery,Yes,152.77,Upi,New,No,Mobile,Delivered,Mumbai Wh,Organic,4763.740037,3990.923958,Yes,-4367.500037,2023,12,4,Monday,9.584244652,,,,,,,,
CUST00690,28,Male,Clothing,18-07-2022,25-07-2022,7,No,1567.35,4,10,5642.46,718.8423834,39,35959.44558,Festive Sale,567.42,Ecomexpress,No,182.32,Unknown,New,Yes,Unknown,Delivered,Bangalore Wh,Organic,2586.600615,1340.482922,Yes,3055.859385,2022,7,18,Monday,12.73987558,,,,,,,,
CUST03668,52,Female,Sports,07-02-2023,13-02-2023,6,No,3377.2,3,10,9118.44,2544.920099,26,39347.20916,New Year Blast,216.42,Not Assigned,No,252.75,Cash On Delivery,At Risk,No,Mobile,Delivered,Mumbai Wh,Organic,19223.05311,4413.17251,Yes,-10104.61311,2023,2,7,Tuesday,27.90959966,,,,,,,,
CUST02894,32,Male,Toys,20-10-2023,22-10-2023,2,No,977.18,6,0,5863.08,1808.211754,30,27351.63318,New Year Blast,0,Not Assigned,No,248.75,Upi,At Risk,No,Desktop,Delivered,Delhi Wh,Referral,1602.828147,441.1857408,No,4260.251853,2023,10,20,Friday,30.84064611,,,,,,,,
CUST03825,51,Male,Home,18-01-2023,27-01-2023,9,Yes,1160.79,1,0,1160.79,316.9866769,9,6255.301513,Clearance,0,Ecomexpress,No,77.24,Upi,At Risk,No,Tablet,Delivered,Mumbai Wh,Organic,15335.66637,1726.010016,No,-14174.87637,2023,1,18,Wednesday,27.30784008,,,,,,,,
CUST00660,58,Male,Clothing,17-10-2023,27-10-2023,10,Yes,3022.72,2,5,5743.168,2520.146795,5,14228.43101,Clearance,0,Not Assigned,No,187.01,Credit Card,Loyal,Yes,Mobile,Delivered,Ahmedabad Wh,Organic,6885.638209,1388.834471,Yes,-1142.470209,2023,10,17,Tuesday,43.88077791,,,,,,,,
CUST03155,42,Male,Beauty,20-11-2024,23-11-2024,3,No,2895.05,1,5,2750.2975,409.8069125,41,9371.595265,New Year Blast,558.77,Delhivery,No,159.79,Credit Card,Unknown,Yes,Mobile,Delivered,Bangalore Wh,Organic,8790.175332,287.488662,Yes,-6039.877832,2024,11,20,Wednesday,14.90045759,,,,,,,,
CUST02467,24,Female,Toys,02-12-2023,06-12-2023,4,No,2211.08,3,0,6633.24,2375.286739,40,11480.51109,Festive Sale,0,Indiapost,No,263.34,Cash On Delivery,Loyal,No,Mobile,Delivered,Delhi Wh,Google Ads,205.3413542,4286.316449,No,6427.898646,2023,12,2,Saturday,35.80884664,,,,,,,,
CUST01064,41,Male,Health,22-12-2022,24-12-2022,2,No,3358.36,4,15,11418.424,3556.147609,14,53481.95336,Summer Bonanza,194.39,Bluedart,No,42.18,Cash On Delivery,Loyal,Yes,Mobile,Delivered,Mumbai Wh,Facebook Ads,16381.9984,4810.659625,Yes,-4963.5744,2022,12,22,Thursday,31.14394429,,,,,,,,
CUST01348,35,Male,Electronics,11-11-2023,23-11-2023,12,Yes,2574.53,4,0,10298.12,2884.914032,40,42874.97745,No Campaign,88.63,Delhivery,No,135.29,Upi,New,Yes,Tablet,Delivered,Bangalore Wh,Referral,10929.9113,1257.667925,No,-631.7913,2023,11,11,Saturday,28.01398733,,,,,,,,
CUST01872,36,Male,Home,19-12-2022,27-12-2022,8,Yes,3560.26,1,0,3560.26,752.2903314,47,33886.95555,No Campaign,0,Not Assigned,No,286.97,Net Banking,Loyal,Yes,Mobile,Returned,Bangalore Wh,Google Ads,9144.581723,4519.658243,No,-5584.321723,2022,12,19,Monday,21.13020766,,,,,,,,
CUST00553,57,Male,Beauty,27-08-2024,04-09-2024,8,Yes,1132.3,5,15,4812.275,883.0150757,38,46628.02977,Festive Sale,73.84,Indiapost,No,55.68,Upi,Loyal,Yes,Mobile,Delivered,Delhi Wh,Referral,16618.70457,4540.594653,Yes,-11806.42957,2024,8,27,Tuesday,18.3492231,,,,,,,,
CUST03696,38,Female,Electronics,20-10-2024,25-10-2024,5,No,1819.5,1,0,1819.5,811.8197595,21,9052.52774,Festive Sale,0,Indiapost,No,93.96,Net Banking,Loyal,No,Unknown,Delivered,Mumbai Wh,Referral,10482.54184,3169.222515,No,-8663.04184,2024,10,20,Sunday,44.61773891,,,,,,,,
CUST00675,41,Female,Electronics,09-12-2023,14-12-2023,5,No,3423.65,6,0,20541.9,3822.789446,46,95082.38384,Festive Sale,0,Ecomexpress,No,76.38,Net Banking,Loyal,Yes,Mobile,Delivered,Bangalore Wh,Email,11986.90532,2584.24187,No,8554.99468,2023,12,9,Saturday,18.60971695,,,,,,,,
CUST02327,55,Female,Beauty,18-05-2024,20-05-2024,2,No,4478.31,1,15,3806.5635,740.4537172,39,23803.18897,Summer Bonanza,583.18,Delhivery,Yes,297.02,Credit Card,Loyal,No,Mobile,Returned,Bangalore Wh,Google Ads,16333.38528,3895.986401,Yes,-12526.82178,2024,5,18,Saturday,19.45202588,,,,,,,,
CUST03718,30,Male,Beauty,15-02-2023,25-02-2023,10,Yes,2683.87,5,0,13419.35,3854.393453,6,86650.27564,New Year Blast,69.66,Delhivery,No,171.92,Cash On Delivery,Unknown,Yes,Mobile,Delivered,Delhi Wh,Organic,14467.2995,2638.38382,No,-1047.9495,2023,2,15,Wednesday,28.72265388,,,,,,,,
CUST01152,23,Male,Clothing,16-10-2023,19-10-2023,3,No,3004.78,5,20,12019.12,3547.226911,25,92243.68775,Clearance,0,Bluedart,Yes,117.65,Upi,Returning,Yes,Mobile,Cancelled,Delhi Wh,Email,13248.97698,3746.916508,Yes,-1229.85698,2023,10,16,Monday,29.51319989,,,,,,,,
CUST00107,40,Male,Electronics,07-10-2023,15-10-2023,8,Yes,2634.18,1,0,2634.18,538.99804,10,12852.30707,Summer Bonanza,0,Indiapost,No,66.8,Debit Card,At Risk,No,Tablet,Delivered,Bangalore Wh,Google Ads,14141.99233,554.6937244,No,-11507.81233,2023,10,7,Saturday,20.46170117,,,,,,,,
CUST03228,22,Male,Health,04-11-2024,06-11-2024,2,No,5041.19,4,5,19156.522,4042.501514,50,93996.17137,Festive Sale,0,Not Assigned,No,183.09,Upi,At Risk,No,Unknown,Returned,Mumbai Wh,Google Ads,5406.799426,1497.442733,Yes,13749.72257,2024,11,4,Monday,21.10248152,,,,,,,,
CUST00211,63,Male,Home,28-02-2022,12-03-2022,12,Yes,1846.93,4,0,7387.72,2065.859009,3,18520.44935,Summer Bonanza,267.91,Delhivery,No,294.28,Net Banking,New,Yes,Mobile,Shipped,Bangalore Wh,Facebook Ads,2521.507379,2032.248803,No,4866.212621,2022,2,28,Monday,27.96341779,,,,,,,,
CUST01964,23,Male,Home,13-11-2024,14-11-2024,1,No,4518.56,6,0,27111.36,3895.00893,41,246641.1158,Clearance,0,Indiapost,No,198.37,Credit Card,Returning,Yes,Mobile,Shipped,Ahmedabad Wh,Organic,12528.81029,1104.748323,No,14582.54971,2024,11,13,Wednesday,14.36670433,,,,,,,,
CUST02550,39,Male,Electronics,02-08-2023,07-08-2023,5,No,5144.76,2,10,9260.568,2419.311579,16,63593.05938,Festive Sale,0,Indiapost,No,51.89,Debit Card,Unknown,Yes,Desktop,Delivered,Delhi Wh,Facebook Ads,4635.527345,1228.879467,Yes,4625.040655,2023,8,2,Wednesday,26.12487246,,,,,,,,
CUST02492,35,Male,Electronics,11-08-2024,23-08-2024,12,Yes,731.14,2,15,1242.938,15.16386241,44,1919.645715,Summer Bonanza,224.97,Indiapost,No,214.99,Net Banking,At Risk,No,Mobile,Delivered,Ahmedabad Wh,Referral,1142.880733,3832.232714,Yes,100.057267,2024,8,11,Sunday,1.220001513,,,,,,,,
CUST03137,49,Male,Electronics,03-07-2024,08-07-2024,5,No,1377.96,4,0,5511.84,1581.197212,1,13269.98544,Clearance,151.55,Indiapost,Yes,50.19,Credit Card,Loyal,Yes,Unknown,Delivered,Mumbai Wh,Organic,5235.576891,950.4918045,No,276.263109,2024,7,3,Wednesday,28.68728432,,,,,,,,
CUST00263,42,Male,Home,10-04-2022,17-04-2022,7,No,2789.73,4,10,10043.028,2870.16742,27,38402.8207,New Year Blast,204.33,Delhivery,No,41.58,Unknown,At Risk,No,Desktop,Delivered,Delhi Wh,Facebook Ads,14461.33783,649.4916372,Yes,-4418.30983,2022,4,10,Sunday,28.57870574,,,,,,,,
CUST01233,60,Female,Sports,15-02-2023,27-02-2023,12,Yes,525.47,3,10,1418.769,252.649488,32,3081.797617,Festive Sale,436.5,Indiapost,Yes,164.09,Upi,Returning,Yes,Desktop,Shipped,Mumbai Wh,Facebook Ads,14226.74691,1473.817334,Yes,-12807.97791,2023,2,15,Wednesday,17.80765495,,,,,,,,
CUST01126,31,Male,Beauty,30-11-2024,12-12-2024,12,Yes,2570.73,6,15,13110.723,5423.018065,6,20100.85389,Festive Sale,99.2,Ecomexpress,No,98.24,Credit Card,Returning,No,Desktop,Delivered,Ahmedabad Wh,Organic,18084.5409,884.2469955,Yes,-4973.8179,2024,11,30,Saturday,41.36322661,,,,,,,,
CUST02772,33,Male,Beauty,18-10-2023,26-10-2023,8,Yes,5283.44,4,0,21133.76,7577.981634,15,162217.0974,Festive Sale,437.33,Delhivery,No,246.01,Debit Card,New,No,Tablet,Delivered,Mumbai Wh,Google Ads,13569.50517,1095.174245,No,7564.25483,2023,10,18,Wednesday,35.85723333,,,,,,,,
CUST00526,41,Female,Electronics,04-12-2022,09-12-2022,5,No,2179.37,5,20,8717.48,1288.319755,41,35922.77573,Clearance,0,Ecomexpress,Yes,87.75,Upi,Loyal,No,Desktop,Delivered,Delhi Wh,Referral,8906.589692,3936.55799,Yes,-189.109692,2022,12,4,Sunday,14.77857999,,,,,,,,
CUST03351,53,Male,Toys,22-03-2023,31-03-2023,9,Yes,653.03,3,5,1861.1355,277.549117,43,4858.667191,Festive Sale,0,Not Assigned,Yes,259.31,Net Banking,Loyal,Yes,Mobile,Delivered,Ahmedabad Wh,Email,5357.88729,2261.210821,Yes,-3496.75179,2023,3,22,Wednesday,14.91289146,,,,,,,,
CUST02893,29,Female,Beauty,09-04-2024,20-04-2024,11,Yes,335.23,3,5,955.4055,-56.543929,25,4438.351527,Festive Sale,327.74,Ecomexpress,No,217.79,Upi,New,Yes,Mobile,Delivered,Delhi Wh,Email,15216.32658,2227.048009,Yes,-14260.92108,2024,4,9,Tuesday,-5.918317301,,,,,,,,
CUST03439,38,Male,Home,17-11-2023,21-11-2023,4,No,5674.86,3,5,16173.351,7391.093932,17,80591.00915,Clearance,0,Indiapost,No,119.75,Debit Card,Loyal,Yes,Tablet,Cancelled,Ahmedabad Wh,Email,8357.024201,2671.801273,Yes,7816.326799,2023,11,17,Friday,45.69921182,,,,,,,,
CUST01042,48,Male,Electronics,29-01-2024,08-02-2024,10,Yes,4327.57,3,20,10386.168,3244.025228,16,42635.54113,New Year Blast,0,Indiapost,No,162.35,Credit Card,Unknown,Yes,Tablet,Delivered,Bangalore Wh,Referral,16346.67403,536.6503964,Yes,-5960.50603,2024,1,29,Monday,31.23409161,,,,,,,,
CUST02183,42,Female,Clothing,22-05-2024,23-05-2024,1,No,3755.27,6,15,19151.877,9055.580359,33,98039.71126,Summer Bonanza,0,Indiapost,No,253.27,Cash On Delivery,Loyal,Yes,Desktop,Delivered,Mumbai Wh,Organic,17062.18067,4937.168815,Yes,2089.69633,2024,5,22,Wednesday,47.28299142,,,,,,,,
CUST02534,60,Male,Beauty,07-04-2022,14-04-2022,7,No,2822.73,3,10,7621.371,3173.525133,47,27175.7937,Clearance,0,Indiapost,Yes,269.93,Unknown,Loyal,Yes,Mobile,Delivered,Mumbai Wh,Organic,7161.038085,4250.894107,Yes,460.332915,2022,4,7,Thursday,41.63981957,,,,,,,,
CUST03770,40,Male,Clothing,25-11-2024,04-12-2024,9,Yes,1575.17,3,20,3780.408,1092.373425,16,24451.00225,Summer Bonanza,0,Not Assigned,No,158.42,Debit Card,Loyal,No,Desktop,Delivered,Delhi Wh,Organic,7007.723141,1534.534723,Yes,-3227.315141,2024,11,25,Monday,28.89564896,,,,,,,,
CUST01299,53,Male,Toys,02-03-2022,14-03-2022,12,Yes,3056.51,2,0,6113.02,1538.014785,50,51108.98202,Clearance,348.93,Bluedart,No,141.93,Cash On Delivery,At Risk,Yes,Unknown,Delivered,Bangalore Wh,Email,18289.94018,378.0724594,No,-12176.92018,2022,3,2,Wednesday,25.1596557,,,,,,,,
CUST03388,62,Male,Toys,07-02-2022,18-02-2022,11,Yes,3376.34,3,20,8103.216,2118.510674,45,14447.492,New Year Blast,0,Indiapost,No,112.8,Cash On Delivery,Unknown,No,Mobile,Delivered,Delhi Wh,Google Ads,8065.740606,3124.885512,Yes,37.475394,2022,2,7,Monday,26.1440726,,,,,,,,
CUST01802,48,Male,Electronics,03-05-2023,04-05-2023,1,No,1848.64,1,20,1478.912,88.84257783,9,11483.7528,Clearance,0,Not Assigned,No,294.7,Upi,At Risk,No,Unknown,Cancelled,Delhi Wh,Facebook Ads,14194.74493,3001.339171,Yes,-12715.83293,2023,5,3,Wednesday,6.007293053,,,,,,,,
CUST02474,40,Female,Beauty,18-02-2023,21-02-2023,3,No,1417.54,5,20,5670.16,1298.599338,21,28366.99545,No Campaign,203.1,Not Assigned,No,151.13,Unknown,New,Yes,Unknown,Cancelled,Ahmedabad Wh,Email,7680.777582,1618.708536,Yes,-2010.617582,2023,2,18,Saturday,22.90234029,,,,,,,,
CUST02739,22,Male,Beauty,22-07-2024,27-07-2024,5,No,5797.96,2,20,9276.736,2950.909901,48,81625.23619,Summer Bonanza,0,Not Assigned,Yes,110.36,Credit Card,New,No,Unknown,Cancelled,Bangalore Wh,Referral,14679.36609,1768.897899,Yes,-5402.63009,2024,7,22,Monday,31.80978634,,,,,,,,
CUST02628,58,Female,Toys,14-10-2022,15-10-2022,1,No,505.05,5,15,2146.4625,470.0858632,26,10867.719,New Year Blast,0,Indiapost,No,213.83,Net Banking,Unknown,No,Desktop,Delivered,Ahmedabad Wh,Organic,3637.274167,2676.27108,Yes,-1490.811667,2022,10,14,Friday,21.9004927,,,,,,,,
CUST00595,54,Male,Home,15-04-2022,21-04-2022,6,No,5932.5,3,0,17797.5,6877.470417,1,42593.77375,No Campaign,0,Ecomexpress,No,55.94,Credit Card,Loyal,Yes,Mobile,Returned,Delhi Wh,Facebook Ads,16750.53262,4407.974097,No,1046.96738,2022,4,15,Friday,38.64290163,,,,,,,,
CUST00209,47,Female,Health,27-09-2023,02-10-2023,5,No,4376.94,3,10,11817.738,3936.960592,18,33027.4025,Clearance,0,Indiapost,Yes,169.17,Credit Card,Loyal,Yes,Unknown,Shipped,Ahmedabad Wh,Organic,19666.55858,635.1493999,Yes,-7848.82058,2023,9,27,Wednesday,33.31399454,,,,,,,,
CUST00391,44,Male,Home,26-11-2023,29-11-2023,3,No,5438.71,2,20,8701.936,2215.542612,19,28283.04932,No Campaign,0,Bluedart,Yes,87.94,Cash On Delivery,At Risk,No,Unknown,Returned,Ahmedabad Wh,Organic,15362.29652,2598.130458,Yes,-6660.36052,2023,11,26,Sunday,25.46034138,,,,,,,,
